Method	Type	Mean	SD	Integration
scanpy-SeuratV3 (N=2,000)	Alignment	2.5714285714285716	8.695921320886455	CellCharter
scanpy-SeuratV3 (N=2,000)	Clustering	-0.5714285714285714	6.729466121893644	CellCharter
scanpy-SeuratV3 (N=2,000)	Integration	-4.571428571428571	6.320789582985732	CellCharter
scanpy-SeuratV3 (N=2,000)	CoreOverall	-4.428571428571429	7.367883976130073	CellCharter
scanpy-SeuratV3 (N=2,000)	Alignment	-0.5714285714285714	1.5118578920369088	GraphST
scanpy-SeuratV3 (N=2,000)	Clustering	-0.42857142857142855	7.3452284479368615	GraphST
scanpy-SeuratV3 (N=2,000)	Integration	-9.428571428571429	6.451282633635548	GraphST
scanpy-SeuratV3 (N=2,000)	CoreOverall	-4.714285714285714	6.7259270913454925	GraphST
scanpy-SeuratV3 (batch) (N=2,000)	Alignment	0.14285714285714285	4.913538149119954	CellCharter
scanpy-SeuratV3 (batch) (N=2,000)	Clustering	-6.571428571428571	9.692903638868023	CellCharter
scanpy-SeuratV3 (batch) (N=2,000)	Integration	0	3.3166247903554	CellCharter
scanpy-SeuratV3 (batch) (N=2,000)	CoreOverall	-6.857142857142857	6.792853387410709	CellCharter
scanpy-SeuratV3 (batch) (N=2,000)	Alignment	1.1428571428571428	3.9761191895520196	GraphST
scanpy-SeuratV3 (batch) (N=2,000)	Clustering	-1.4285714285714286	9.536895771286428	GraphST
scanpy-SeuratV3 (batch) (N=2,000)	Integration	-7.714285714285714	4.8550415622761225	GraphST
scanpy-SeuratV3 (batch) (N=2,000)	CoreOverall	-8.714285714285714	9.499373412920203	GraphST
scry (N=2,000)	Alignment	-3	6.027713773341708	CellCharter
scry (N=2,000)	Clustering	1.5714285714285714	13.226956602044968	CellCharter
scry (N=2,000)	Integration	-5.428571428571429	6.267831705280087	CellCharter
scry (N=2,000)	CoreOverall	-1.1428571428571428	13.885586909076757	CellCharter
scry (N=2,000)	Alignment	-2.2857142857142856	3.946064947695181	GraphST
scry (N=2,000)	Clustering	1.2857142857142858	11.190982764623277	GraphST
scry (N=2,000)	Integration	5	10.847426730181986	GraphST
scry (N=2,000)	CoreOverall	3.857142857142857	7.403345447128872	GraphST
singleCellHaystack (N=2,000)	Alignment	2.2857142857142856	4.535573676110727	CellCharter
singleCellHaystack (N=2,000)	Clustering	0.42857142857142855	7.322502824789323	CellCharter
singleCellHaystack (N=2,000)	Integration	-3.142857142857143	11.553189623484524	CellCharter
singleCellHaystack (N=2,000)	CoreOverall	-1.2857142857142858	10.531132982958761	CellCharter
singleCellHaystack (N=2,000)	Alignment	0.5714285714285714	1.9880595947760098	GraphST
singleCellHaystack (N=2,000)	Clustering	1.1428571428571428	11.978154719162317	GraphST
singleCellHaystack (N=2,000)	Integration	-2.857142857142857	9.805246409084125	GraphST
singleCellHaystack (N=2,000)	CoreOverall	0	10.893423092245461	GraphST
triku (N=2,000)	Alignment	2.7142857142857144	7.1813249871753175	CellCharter
triku (N=2,000)	Clustering	3.2857142857142856	8.05634916725696	CellCharter
triku (N=2,000)	Integration	0.7142857142857143	8.380817098475259	CellCharter
triku (N=2,000)	CoreOverall	4.571428571428571	9.306935457982268	CellCharter
triku (N=2,000)	Alignment	1.7142857142857142	4.535573676110727	GraphST
triku (N=2,000)	Clustering	0.7142857142857143	11.309498746839397	GraphST
triku (N=2,000)	Integration	-2.7142857142857144	11.785786435565592	GraphST
triku (N=2,000)	CoreOverall	-0.2857142857142857	5.794085654478071	GraphST
