dataset	fs_method	n_features	integration_method	Dataset	Integrator	Comparison	Seed0	OtherSeed
E9p5Embryo	scanpy_seurat_batch	2000	scvi	E9.5 Embryo	scVI	Seed 0 vs 2	0.5168815282910243	0.5141009490257085
E9p5Embryo	scanpy_seurat_v3	2000	cellcharter	E9.5 Embryo	CellCharter	Seed 0 vs 2	0.6216100284012525	0.6240680757052693
E9p5Embryo	scanpy_seurat_v3	2000	scvi	E9.5 Embryo	scVI	Seed 0 vs 2	0.5493946239645888	0.5502705292649422
E9p5Embryo	scanpy_seurat_v3_batch	2000	cellcharter	E9.5 Embryo	CellCharter	Seed 0 vs 2	0.6000162446116932	0.610989809833963
E9p5Embryo	scanpy_seurat_v3_batch	2000	scvi	E9.5 Embryo	scVI	Seed 0 vs 2	0.5263442891647218	0.542430285280843
E9p5Embryo	scry	2000	cellcharter	E9.5 Embryo	CellCharter	Seed 0 vs 2	0.5506323672253091	0.5678936833410306
E9p5Embryo	scry	2000	scvi	E9.5 Embryo	scVI	Seed 0 vs 2	0.5317341411093421	0.5570950924241956
E9p5Embryo	scsegindex	500	cellcharter	E9.5 Embryo	CellCharter	Seed 0 vs 2	0.592700715623423	0.5995058289829467
E9p5Embryo	scsegindex	500	scvi	E9.5 Embryo	scVI	Seed 0 vs 2	0.5105437325642308	0.521284486524415
E9p5Embryo	seurat_disp	2000	cellcharter	E9.5 Embryo	CellCharter	Seed 0 vs 2	0.5812367719638893	0.6014459637327703
E9p5Embryo	seurat_disp	2000	scvi	E9.5 Embryo	scVI	Seed 0 vs 2	0.5282618695346442	0.52854754253535
E9p5Embryo	seurat_mvp	2000	cellcharter	E9.5 Embryo	CellCharter	Seed 0 vs 2	0.5750000107017756	0.5998626266103728
E9p5Embryo	seurat_mvp	2000	scvi	E9.5 Embryo	scVI	Seed 0 vs 2	0.5296393297573206	0.5345717817362918
E9p5Embryo	seurat_sct	2000	cellcharter	E9.5 Embryo	CellCharter	Seed 0 vs 2	0.474038318347048	0.43450926491470654
E9p5Embryo	seurat_sct	2000	scvi	E9.5 Embryo	scVI	Seed 0 vs 2	0.43774215542581096	0.44165591034068
E9p5Embryo	seurat_vst	2000	cellcharter	E9.5 Embryo	CellCharter	Seed 0 vs 2	0.617145552133286	0.6110917348226937
E9p5Embryo	seurat_vst	2000	scvi	E9.5 Embryo	scVI	Seed 0 vs 2	0.5493537310592903	0.5400092666921386
E9p5Embryo	singleCellHaystack	2000	cellcharter	E9.5 Embryo	CellCharter	Seed 0 vs 2	0.5729668263440111	0.5734689250023012
E9p5Embryo	singleCellHaystack	2000	scvi	E9.5 Embryo	scVI	Seed 0 vs 2	0.5469519097991173	0.52795648058121325
E9p5Embryo	somde	2000	cellcharter	E9.5 Embryo	CellCharter	Seed 0 vs 2	0.5913710345751577	0.5858455668592577
E9p5Embryo	somde	2000	scvi	E9.5 Embryo	scVI	Seed 0 vs 2	0.5538567662620778	0.5624950282111392
E9p5Embryo	sparkx	2000	cellcharter	E9.5 Embryo	CellCharter	Seed 0 vs 2	0.567369838518083	0.5574873846928311
E9p5Embryo	sparkx	2000	scvi	E9.5 Embryo	scVI	Seed 0 vs 2	0.555472661150239	0.5519559080023876
E9p5Embryo	spatialde	2000	cellcharter	E9.5 Embryo	CellCharter	Seed 0 vs 2	0.5788584651549028	0.5780724882774805
E9p5Embryo	spatialde	2000	scvi	E9.5 Embryo	scVI	Seed 0 vs 2	0.5555295497708997	0.5576836815214369
E9p5Embryo	statistic_mean	2000	cellcharter	E9.5 Embryo	CellCharter	Seed 0 vs 2	0.5542067978128999	0.5417508732734495
E9p5Embryo	statistic_mean	2000	scvi	E9.5 Embryo	scVI	Seed 0 vs 2	0.5409280565125222	0.5459283357346905
E9p5Embryo	statistic_variance	2000	cellcharter	E9.5 Embryo	CellCharter	Seed 0 vs 2	0.5671277314617453	0.546686032530939
E9p5Embryo	statistic_variance	2000	scvi	E9.5 Embryo	scVI	Seed 0 vs 2	0.5380194526854588	0.5462813070366646
E9p5Embryo	triku	2000	cellcharter	E9.5 Embryo	CellCharter	Seed 0 vs 2	0.587143520624377	0.6107915528608943
E9p5Embryo	triku	2000	scvi	E9.5 Embryo	scVI	Seed 0 vs 2	0.549023601288006	0.555678603510167
MouseBrainSerialSections	Brennecke	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 2	0.7703344367265865	0.7620396418469266
MouseBrainSerialSections	Brennecke	2000	scvi	Mouse Brain	scVI	Seed 0 vs 2	0.4585662429067162	0.6588233105962562
MouseBrainSerialSections	TFs	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 2	0.7481273789532716	0.7494190647246157
MouseBrainSerialSections	TFs	2000	scvi	Mouse Brain	scVI	Seed 0 vs 2	0.4981579774802987	0.4813476661881134
MouseBrainSerialSections	all_features	all	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 2	0.7361835292789635	0.7377351154797362
MouseBrainSerialSections	all_features	all	scvi	Mouse Brain	scVI	Seed 0 vs 2	0.4243713307894684	0.4226654447050928
MouseBrainSerialSections	anticor	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 2	0.7517188626757034	0.7680617643107815
MouseBrainSerialSections	anticor	2000	scvi	Mouse Brain	scVI	Seed 0 vs 2	0.5361178263907274	0.5022985415043063
MouseBrainSerialSections	dubstepr	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 2	0.761841336344808	0.750566085605189
MouseBrainSerialSections	dubstepr	2000	scvi	Mouse Brain	scVI	Seed 0 vs 2	0.43860513630271675	0.5946109859030737
MouseBrainSerialSections	hotspot	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 2	0.7507626230404707	0.7565278924363112
MouseBrainSerialSections	hotspot	2000	scvi	Mouse Brain	scVI	Seed 0 vs 2	0.4377552749076293	0.39386036832285537
MouseBrainSerialSections	morans_i	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 2	0.7639415154277052	0.7564801830562717
MouseBrainSerialSections	morans_i	2000	scvi	Mouse Brain	scVI	Seed 0 vs 2	0.5536311063520745	0.4322656450436132
MouseBrainSerialSections	nbumi	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 2	0.75603942304176	0.7640552249885967
MouseBrainSerialSections	nbumi	2000	scvi	Mouse Brain	scVI	Seed 0 vs 2	0.7367944266322481	0.6378356078502829
MouseBrainSerialSections	nnsvg	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 2	0.7651470027387435	0.7622113732750222
MouseBrainSerialSections	nnsvg	2000	scvi	Mouse Brain	scVI	Seed 0 vs 2	0.6344201459340635	0.55056069939552
MouseBrainSerialSections	osca	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 2	0.761533384937846	0.7676904082123003
MouseBrainSerialSections	osca	2000	scvi	Mouse Brain	scVI	Seed 0 vs 2	0.5898832991031802	0.5419651988011192
MouseBrainSerialSections	random	500	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 2	0.7690738743625877	0.7358148541942495
MouseBrainSerialSections	random	500	scvi	Mouse Brain	scVI	Seed 0 vs 2	0.5231150954608764	0.3839404249381463
MouseBrainSerialSections	scPNMF	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 2	0.7648032581432942	0.7346961144150251
MouseBrainSerialSections	scPNMF	2000	scvi	Mouse Brain	scVI	Seed 0 vs 2	0.4178846527563014	0.5568064699922335
MouseBrainSerialSections	scanpy_cell_ranger	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 2	0.7623554666754231	0.7628335379008847
MouseBrainSerialSections	scanpy_cell_ranger	2000	scvi	Mouse Brain	scVI	Seed 0 vs 2	0.804879764547992	0.7881997140024455
MouseBrainSerialSections	scanpy_cell_ranger_batch	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 2	0.7547574652678531	0.7705098488994772
MouseBrainSerialSections	scanpy_cell_ranger_batch	2000	scvi	Mouse Brain	scVI	Seed 0 vs 2	0.7957850944054625	0.768969894220056
MouseBrainSerialSections	scanpy_pearson	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 2	0.7564580037998034	0.7488464010128102
MouseBrainSerialSections	scanpy_pearson	2000	scvi	Mouse Brain	scVI	Seed 0 vs 2	0.4663546847078277	0.4467284085745086
MouseBrainSerialSections	scanpy_pearson_batch	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 2	0.7480553995105771	0.7479208148816568
MouseBrainSerialSections	scanpy_pearson_batch	2000	scvi	Mouse Brain	scVI	Seed 0 vs 2	0.4976840842359662	0.47541206299045896
MouseBrainSerialSections	scanpy_seurat	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 2	0.754932705733836	0.767169866587138
MouseBrainSerialSections	scanpy_seurat	2000	scvi	Mouse Brain	scVI	Seed 0 vs 2	0.7779233145613461	0.7782555639799575
MouseBrainSerialSections	scanpy_seurat_batch	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 2	0.7582609030295837	0.7324342939915737
MouseBrainSerialSections	scanpy_seurat_batch	2000	scvi	Mouse Brain	scVI	Seed 0 vs 2	0.6578503059138576	0.5419232660278923
MouseBrainSerialSections	scanpy_seurat_v3	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 2	0.7653009975765557	0.7614873457504465
MouseBrainSerialSections	scanpy_seurat_v3	2000	scvi	Mouse Brain	scVI	Seed 0 vs 2	0.7244057662357655	0.762374006116791
MouseBrainSerialSections	scanpy_seurat_v3_batch	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 2	0.7598604425811136	0.7635691867831351
MouseBrainSerialSections	scanpy_seurat_v3_batch	2000	scvi	Mouse Brain	scVI	Seed 0 vs 2	0.7115602984551833	0.6526150855931794
MouseBrainSerialSections	scry	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 2	0.7698567910761887	0.7672115143846433
MouseBrainSerialSections	scry	2000	scvi	Mouse Brain	scVI	Seed 0 vs 2	0.4117537200594348	0.4005889794422766
MouseBrainSerialSections	scsegindex	500	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 2	0.7510215854687806	0.7437295730965316
MouseBrainSerialSections	scsegindex	500	scvi	Mouse Brain	scVI	Seed 0 vs 2	0.42947710479995993	0.4067447111786565
MouseBrainSerialSections	seurat_disp	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 2	0.7534923689452622	0.7477291773632568
MouseBrainSerialSections	seurat_disp	2000	scvi	Mouse Brain	scVI	Seed 0 vs 2	0.4698662317533111	0.6812438801653875
MouseBrainSerialSections	seurat_mvp	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 2	0.7593323734414006	0.7508085372944444
MouseBrainSerialSections	seurat_mvp	2000	scvi	Mouse Brain	scVI	Seed 0 vs 2	0.7706254801764856	0.7570207965712281
MouseBrainSerialSections	seurat_sct	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 2	0.7527137679327851	0.7617150319711861
MouseBrainSerialSections	seurat_sct	2000	scvi	Mouse Brain	scVI	Seed 0 vs 2	0.6827662885509385	0.667265897842967
MouseBrainSerialSections	seurat_vst	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 2	0.7680741488603442	0.7616362289729056
MouseBrainSerialSections	seurat_vst	2000	scvi	Mouse Brain	scVI	Seed 0 vs 2	0.7326094330981432	0.763090858008541
MouseBrainSerialSections	singleCellHaystack	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 2	0.7699336578312733	0.7602019235173134
MouseBrainSerialSections	singleCellHaystack	2000	scvi	Mouse Brain	scVI	Seed 0 vs 2	0.7037308422612316	0.6334459072374428
MouseBrainSerialSections	somde	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 2	0.7593598595286036	0.7454982097146163
MouseBrainSerialSections	somde	2000	scvi	Mouse Brain	scVI	Seed 0 vs 2	0.578620501761966	0.4374209094073975
MouseBrainSerialSections	sparkx	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 2	0.7651040676085955	0.7699959779349462
MouseBrainSerialSections	sparkx	2000	scvi	Mouse Brain	scVI	Seed 0 vs 2	0.5868335560763158	0.4773809211562854
MouseBrainSerialSections	spatialde	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 2	0.7577080072202943	0.7453592310116834
MouseBrainSerialSections	spatialde	2000	scvi	Mouse Brain	scVI	Seed 0 vs 2	0.4385667999384997	0.7168398616617212
MouseBrainSerialSections	statistic_mean	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 2	0.7520954010128352	0.742396679290912
MouseBrainSerialSections	statistic_mean	2000	scvi	Mouse Brain	scVI	Seed 0 vs 2	0.3918319837830741	0.4003037156173383
MouseBrainSerialSections	statistic_variance	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 2	0.7570967671932034	0.7579007767869628
MouseBrainSerialSections	statistic_variance	2000	scvi	Mouse Brain	scVI	Seed 0 vs 2	0.5333893542609602	0.46327526654779505
MouseBrainSerialSections	triku	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 2	0.7580988884620385	0.7652447193390302
MouseBrainSerialSections	triku	2000	scvi	Mouse Brain	scVI	Seed 0 vs 2	0.7673026805417937	0.8023214780130248
MouseBrainSerialSections	wilcoxon	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 2	0.7287870268715512	0.7262885708062325
MouseBrainSerialSections	wilcoxon	2000	scvi	Mouse Brain	scVI	Seed 0 vs 2	0.6415623452062529	0.5832519682588593
STOmics0212	Brennecke	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 2	0.5545621526770075	0.5680089021824541
STOmics0212	Brennecke	2000	scvi	STOmics-0212	scVI	Seed 0 vs 2	0.541234385634638	0.5306910313569853
STOmics0212	TFs	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 2	0.5933094693667288	0.5717497283169883
STOmics0212	TFs	2000	scvi	STOmics-0212	scVI	Seed 0 vs 2	0.45163899558321585	0.44855860414679705
STOmics0212	all_features	all	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 2	0.5538556340380054	0.5445858572726929
STOmics0212	all_features	all	scvi	STOmics-0212	scVI	Seed 0 vs 2	0.473479635690071	0.4546146451055682
STOmics0212	anticor	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 2	0.6129722927066019	0.5739148064202353
STOmics0212	anticor	2000	scvi	STOmics-0212	scVI	Seed 0 vs 2	0.5486518868648894	0.542320695744343
STOmics0212	dubstepr	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 2	0.6003250136828214	0.5892225190463253
STOmics0212	dubstepr	2000	scvi	STOmics-0212	scVI	Seed 0 vs 2	0.5875373347758928	0.5897188937062439
STOmics0212	hotspot	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 2	0.6013327366328433	0.5949822342368328
STOmics0212	hotspot	2000	scvi	STOmics-0212	scVI	Seed 0 vs 2	0.5661545805584522	0.5742713954696373
STOmics0212	morans_i	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 2	0.5741671629075163	0.5975316281921894
STOmics0212	morans_i	2000	scvi	STOmics-0212	scVI	Seed 0 vs 2	0.5426802627449241	0.5596356991460221
STOmics0212	nbumi	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 2	0.6208097166453227	0.6143940597699044
STOmics0212	nbumi	2000	scvi	STOmics-0212	scVI	Seed 0 vs 2	0.5545245274916488	0.5715399880535393
STOmics0212	nnsvg	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 2	0.5837377575144115	0.5906911978323359
STOmics0212	nnsvg	2000	scvi	STOmics-0212	scVI	Seed 0 vs 2	0.5420707882824886	0.5646324587934566
STOmics0212	osca	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 2	0.5910779796027901	0.5945980955875629
STOmics0212	osca	2000	scvi	STOmics-0212	scVI	Seed 0 vs 2	0.548221874699137	0.5792737293644301
STOmics0212	random	500	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 2	0.6336362450290014	0.5841761405419745
STOmics0212	random	500	scvi	STOmics-0212	scVI	Seed 0 vs 2	0.35915491444787884	0.4077279877002474
STOmics0212	scPNMF	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 2	0.5843879249315133	0.589270078142985
STOmics0212	scPNMF	2000	scvi	STOmics-0212	scVI	Seed 0 vs 2	0.566674163575863	0.5652338331656225
STOmics0212	scanpy_cell_ranger	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 2	0.5400095431470046	0.6051280805311602
STOmics0212	scanpy_cell_ranger	2000	scvi	STOmics-0212	scVI	Seed 0 vs 2	0.5553798201082731	0.5506006776847618
STOmics0212	scanpy_cell_ranger_batch	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 2	0.640687126507324	0.6499293539631702
STOmics0212	scanpy_cell_ranger_batch	2000	scvi	STOmics-0212	scVI	Seed 0 vs 2	0.6030651792507027	0.5773431109398743
STOmics0212	scanpy_pearson	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 2	0.5932188487810316	0.5927530716732279
STOmics0212	scanpy_pearson	2000	scvi	STOmics-0212	scVI	Seed 0 vs 2	0.5757299218823104	0.5686165087329458
STOmics0212	scanpy_pearson_batch	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 2	0.5918369385654132	0.564383948976555
STOmics0212	scanpy_pearson_batch	2000	scvi	STOmics-0212	scVI	Seed 0 vs 2	0.5676521485107602	0.5695730058405168
STOmics0212	scanpy_seurat	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 2	0.5939789171454641	0.5466400905942612
STOmics0212	scanpy_seurat	2000	scvi	STOmics-0212	scVI	Seed 0 vs 2	0.5172132458199694	0.5151685983555238
STOmics0212	scanpy_seurat_batch	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 2	0.5684657378886082	0.5915646460536684
STOmics0212	scanpy_seurat_batch	2000	scvi	STOmics-0212	scVI	Seed 0 vs 2	0.5853534690937501	0.5708836805262316
STOmics0212	scanpy_seurat_v3	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 2	0.6076175189461734	0.6230171656130545
STOmics0212	scanpy_seurat_v3	2000	scvi	STOmics-0212	scVI	Seed 0 vs 2	0.5506455594330072	0.5814130259251432
STOmics0212	scanpy_seurat_v3_batch	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 2	0.5878552573214529	0.612379319743817
STOmics0212	scanpy_seurat_v3_batch	2000	scvi	STOmics-0212	scVI	Seed 0 vs 2	0.5519274920118561	0.610353371192757
STOmics0212	scry	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 2	0.5841571726190018	0.5809240205183943
STOmics0212	scry	2000	scvi	STOmics-0212	scVI	Seed 0 vs 2	0.5631555920902618	0.5481756361112471
STOmics0212	scsegindex	500	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 2	0.5588280459500672	0.5724282096008277
STOmics0212	scsegindex	500	scvi	STOmics-0212	scVI	Seed 0 vs 2	0.3252292790161847	0.3050606706770089
STOmics0212	seurat_disp	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 2	0.5494076317721652	0.5754881455689576
STOmics0212	seurat_disp	2000	scvi	STOmics-0212	scVI	Seed 0 vs 2	0.5225917136765609	0.5454178330988038
STOmics0212	seurat_mvp	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 2	0.5669023657261314	0.5825108741231225
STOmics0212	seurat_mvp	2000	scvi	STOmics-0212	scVI	Seed 0 vs 2	0.5449387338628273	0.5226402713194196
STOmics0212	seurat_sct	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 2	0.5921134891121876	0.5904136467382785
STOmics0212	seurat_sct	2000	scvi	STOmics-0212	scVI	Seed 0 vs 2	0.5959864335352204	0.5886788357852027
STOmics0212	seurat_vst	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 2	0.6069797997310564	0.6218356029437285
STOmics0212	seurat_vst	2000	scvi	STOmics-0212	scVI	Seed 0 vs 2	0.5519873932538153	0.5663576002023127
STOmics0212	singleCellHaystack	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 2	0.6363285262112344	0.5957001887943383
STOmics0212	singleCellHaystack	2000	scvi	STOmics-0212	scVI	Seed 0 vs 2	0.5594965739483327	0.5398018212537647
STOmics0212	somde	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 2	0.5888950785474372	0.5939504417538162
STOmics0212	somde	2000	scvi	STOmics-0212	scVI	Seed 0 vs 2	0.5446396810634779	0.5744975388938167
STOmics0212	sparkx	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 2	0.5772761463018179	0.5706109393983686
STOmics0212	sparkx	2000	scvi	STOmics-0212	scVI	Seed 0 vs 2	0.4984503553675744	0.4931683190581339
STOmics0212	spatialde	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 2	0.5803698340118484	0.5952057183311081
STOmics0212	spatialde	2000	scvi	STOmics-0212	scVI	Seed 0 vs 2	0.5439570653949501	0.5491007201676148
STOmics0212	statistic_mean	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 2	0.597758322080364	0.581711614547743
STOmics0212	statistic_mean	2000	scvi	STOmics-0212	scVI	Seed 0 vs 2	0.5485404721870937	0.5303014971289453
STOmics0212	statistic_variance	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 2	0.5876431145420439	0.5924894933443238
STOmics0212	statistic_variance	2000	scvi	STOmics-0212	scVI	Seed 0 vs 2	0.5349782156486491	0.5233782096729895
STOmics0212	triku	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 2	0.5735173541674796	0.5810106031328464
STOmics0212	triku	2000	scvi	STOmics-0212	scVI	Seed 0 vs 2	0.5903397059300186	0.5808840674945106
STOmics0212	wilcoxon	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 2	0.6004991231074884	0.643979239594501
STOmics0212	wilcoxon	2000	scvi	STOmics-0212	scVI	Seed 0 vs 2	0.5757559118303761	0.5790103577659416
STOmics0218	Brennecke	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 2	0.7406487276334841	0.7444260149395869
STOmics0218	Brennecke	2000	scvi	STOmics-0218	scVI	Seed 0 vs 2	0.7472836929260177	0.7252411039771021
STOmics0218	TFs	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 2	0.739674199664786	0.7416259423986468
STOmics0218	TFs	2000	scvi	STOmics-0218	scVI	Seed 0 vs 2	0.6999428832948416	0.6785835584555433
STOmics0218	all_features	all	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 2	0.7394879334179494	0.7437357739468681
STOmics0218	all_features	all	scvi	STOmics-0218	scVI	Seed 0 vs 2	0.4304277407825136	0.6961000262108427
STOmics0218	anticor	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 2	0.742346528564071	0.7486473216434004
STOmics0218	anticor	2000	scvi	STOmics-0218	scVI	Seed 0 vs 2	0.7471856542064186	0.7515126186636579
STOmics0218	dubstepr	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 2	0.7459480635913809	0.75003734302226
STOmics0218	dubstepr	2000	scvi	STOmics-0218	scVI	Seed 0 vs 2	0.7429654827925511	0.7560698053091689
STOmics0218	hotspot	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 2	0.7588623060921673	0.7672420898272143
STOmics0218	hotspot	2000	scvi	STOmics-0218	scVI	Seed 0 vs 2	0.7331801933741664	0.740651165316588
STOmics0218	morans_i	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 2	0.7473792078078403	0.7622712532429559
STOmics0218	morans_i	2000	scvi	STOmics-0218	scVI	Seed 0 vs 2	0.7360874873612029	0.7501968573279166
STOmics0218	nbumi	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 2	0.7437579096028285	0.7592105128666321
STOmics0218	nbumi	2000	scvi	STOmics-0218	scVI	Seed 0 vs 2	0.7239174428430544	0.7554140044053015
STOmics0218	nnsvg	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 2	0.7507319468092211	0.7417783911458284
STOmics0218	nnsvg	2000	scvi	STOmics-0218	scVI	Seed 0 vs 2	0.7466392016054174	0.7517733384828902
STOmics0218	osca	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 2	0.7540606062712261	0.7678962359781623
STOmics0218	osca	2000	scvi	STOmics-0218	scVI	Seed 0 vs 2	0.7538312874993919	0.745496502284513
STOmics0218	random	500	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 2	0.6865648478481589	0.7285858682729791
STOmics0218	random	500	scvi	STOmics-0218	scVI	Seed 0 vs 2	0.522488670027243	0.5685361008458595
STOmics0218	scPNMF	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 2	0.748394194471542	0.7396233377773828
STOmics0218	scPNMF	2000	scvi	STOmics-0218	scVI	Seed 0 vs 2	0.7262149614999882	0.7367845288676564
STOmics0218	scanpy_cell_ranger	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 2	0.7501972506380166	0.763831548344517
STOmics0218	scanpy_cell_ranger	2000	scvi	STOmics-0218	scVI	Seed 0 vs 2	0.7103870803293	0.7512829301957124
STOmics0218	scanpy_cell_ranger_batch	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 2	0.7477160368460032	0.7492263428983392
STOmics0218	scanpy_cell_ranger_batch	2000	scvi	STOmics-0218	scVI	Seed 0 vs 2	0.7395255534723615	0.7487064735302251
STOmics0218	scanpy_pearson	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 2	0.7348006188233326	0.7404754586975255
STOmics0218	scanpy_pearson	2000	scvi	STOmics-0218	scVI	Seed 0 vs 2	0.7463964628200761	0.7467408632463499
STOmics0218	scanpy_pearson_batch	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 2	0.7571366380101696	0.7411954931402355
STOmics0218	scanpy_pearson_batch	2000	scvi	STOmics-0218	scVI	Seed 0 vs 2	0.7531702324484065	0.7513903372803735
STOmics0218	scanpy_seurat	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 2	0.7318878995902147	0.7403691168187143
STOmics0218	scanpy_seurat	2000	scvi	STOmics-0218	scVI	Seed 0 vs 2	0.7260360729652856	0.734364540416127
STOmics0218	scanpy_seurat_batch	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 2	0.7520707172933856	0.7507562296069412
STOmics0218	scanpy_seurat_batch	2000	scvi	STOmics-0218	scVI	Seed 0 vs 2	0.7374843500125468	0.7402573228222935
STOmics0218	scanpy_seurat_v3	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 2	0.7438415094844861	0.7632640435469729
STOmics0218	scanpy_seurat_v3	2000	scvi	STOmics-0218	scVI	Seed 0 vs 2	0.7320542904839413	0.7459478030736619
STOmics0218	scanpy_seurat_v3_batch	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 2	0.7576751927617775	0.7463043890482903
STOmics0218	scanpy_seurat_v3_batch	2000	scvi	STOmics-0218	scVI	Seed 0 vs 2	0.7450551630597628	0.7235117266173559
STOmics0218	scry	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 2	0.7383942180670287	0.7408347062119458
STOmics0218	scry	2000	scvi	STOmics-0218	scVI	Seed 0 vs 2	0.7252909722971185	0.7392784156115356
STOmics0218	scsegindex	500	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 2	0.6538568095648328	0.7187488416774801
STOmics0218	scsegindex	500	scvi	STOmics-0218	scVI	Seed 0 vs 2	0.5133896794674813	0.5719400655782101
