ENSEMBL	Gene	Species
ENSG00000137203	TFAP2A	Human
ENSG00000008196	TFAP2B	Human
ENSG00000087510	TFAP2C	Human
ENSG00000008197	TFAP2D	Human
ENSG00000116819	TFAP2E	Human
ENSG00000116017	ARID3A	Human
ENSG00000179361	ARID3B	Human
ENSG00000205143	ARID3C	Human
ENSG00000196843	ARID5A	Human
ENSG00000150347	ARID5B	Human
ENSG00000117139	KDM5B	Human
ENSG00000189079	ARID2	Human
ENSG00000153207	AHCTF1	Human
ENSG00000126705	AHDC1	Human
ENSG00000106948	AKNA	Human
ENSG00000116539	ASH1L	Human
ENSG00000173894	CBX2	Human
ENSG00000101457	DNTTIP1	Human
ENSG00000104885	DOT1L	Human
ENSG00000140632	GLYR1	Human
ENSG00000137309	HMGA1	Human
ENSG00000149948	HMGA2	Human
ENSG00000025293	PHF20	Human
ENSG00000135365	PHF21A	Human
ENSG00000126464	PRR12	Human
ENSG00000146285	SCML4	Human
ENSG00000152217	SETBP1	Human
ENSG00000080603	SRCAP	Human
ENSG00000188070	C11orf95	Human
ENSG00000237765	FAM200B	Human
ENSG00000141258	SGSM2	Human
ENSG00000214717	ZBED1	Human
ENSG00000177494	ZBED2	Human
ENSG00000132846	ZBED3	Human
ENSG00000100426	ZBED4	Human
ENSG00000236287	ZBED5	Human
ENSG00000257315	ZBED6	Human
ENSG00000232040	ZBED9	Human
ENSG00000106546	AHR	Human
ENSG00000063438	AHRR	Human
ENSG00000143437	ARNT	Human
ENSG00000172379	ARNT2	Human
ENSG00000133794	ARNTL	Human
ENSG00000029153	ARNTL2	Human
ENSG00000139352	ASCL1	Human
ENSG00000183734	ASCL2	Human
ENSG00000176009	ASCL3	Human
ENSG00000187855	ASCL4	Human
ENSG00000232237	ASCL5	Human
ENSG00000172238	ATOH1	Human
ENSG00000179774	ATOH7	Human
ENSG00000168874	ATOH8	Human
ENSG00000180535	BHLHA15	Human
ENSG00000205899	BHLHA9	Human
ENSG00000180828	BHLHE22	Human
ENSG00000125533	BHLHE23	Human
ENSG00000134107	BHLHE40	Human
ENSG00000123095	BHLHE41	Human
ENSG00000250709	CCDC169-SOHLH2	Human
ENSG00000134852	CLOCK	Human
ENSG00000116016	EPAS1	Human
ENSG00000146618	FERD3L	Human
ENSG00000183733	FIGLA	Human
ENSG00000113196	HAND1	Human
ENSG00000164107	HAND2	Human
ENSG00000187821	HELT	Human
ENSG00000114315	HES1	Human
ENSG00000069812	HES2	Human
ENSG00000173673	HES3	Human
ENSG00000188290	HES4	Human
ENSG00000197921	HES5	Human
ENSG00000144485	HES6	Human
ENSG00000179111	HES7	Human
ENSG00000164683	HEY1	Human
ENSG00000135547	HEY2	Human
ENSG00000163909	HEYL	Human
ENSG00000100644	HIF1A	Human
ENSG00000124440	HIF3A	Human
ENSG00000104903	LYL1	Human
ENSG00000125952	MAX	Human
ENSG00000166823	MESP1	Human
ENSG00000188095	MESP2	Human
ENSG00000187098	MITF	Human
ENSG00000108788	MLX	Human
ENSG00000175727	MLXIP	Human
ENSG00000009950	MLXIPL	Human
ENSG00000070444	MNT	Human
ENSG00000178860	MSC	Human
ENSG00000151379	MSGN1	Human
ENSG00000059728	MXD1	Human
ENSG00000213347	MXD3	Human
ENSG00000123933	MXD4	Human
ENSG00000119950	MXI1	Human
ENSG00000136997	MYC	Human
ENSG00000116990	MYCL	Human
ENSG00000134323	MYCN	Human
ENSG00000111049	MYF5	Human
ENSG00000111046	MYF6	Human
ENSG00000129152	MYOD1	Human
ENSG00000122180	MYOG	Human
ENSG00000084676	NCOA1	Human
ENSG00000140396	NCOA2	Human
ENSG00000124151	NCOA3	Human
ENSG00000162992	NEUROD1	Human
ENSG00000171532	NEUROD2	Human
ENSG00000123307	NEUROD4	Human
ENSG00000164600	NEUROD6	Human
ENSG00000181965	NEUROG1	Human
ENSG00000178403	NEUROG2	Human
ENSG00000122859	NEUROG3	Human
ENSG00000171786	NHLH1	Human
ENSG00000177551	NHLH2	Human
ENSG00000130751	NPAS1	Human
ENSG00000170485	NPAS2	Human
ENSG00000151322	NPAS3	Human
ENSG00000174576	NPAS4	Human
ENSG00000184221	OLIG1	Human
ENSG00000205927	OLIG2	Human
ENSG00000177468	OLIG3	Human
ENSG00000168267	PTF1A	Human
ENSG00000260428	SCX	Human
ENSG00000112246	SIM1	Human
ENSG00000159263	SIM2	Human
ENSG00000165643	SOHLH1	Human
ENSG00000120669	SOHLH2	Human
ENSG00000072310	SREBF1	Human
ENSG00000198911	SREBF2	Human
ENSG00000162367	TAL1	Human
ENSG00000186051	TAL2	Human
ENSG00000140262	TCF12	Human
ENSG00000125878	TCF15	Human
ENSG00000118526	TCF21	Human
ENSG00000163792	TCF23	Human
ENSG00000261787	TCF24	Human
ENSG00000071564	TCF3	Human
ENSG00000196628	TCF4	Human
ENSG00000101190	TCFL5	Human
ENSG00000090447	TFAP4	Human
ENSG00000068323	TFE3	Human
ENSG00000112561	TFEB	Human
ENSG00000105967	TFEC	Human
ENSG00000122691	TWIST1	Human
ENSG00000233608	TWIST2	Human
ENSG00000158773	USF1	Human
ENSG00000105698	USF2	Human
ENSG00000176542	USF3	Human
ENSG00000143157	POGK	Human
ENSG00000267281	AC023509.3	Human
ENSG00000123268	ATF1	Human
ENSG00000115966	ATF2	Human
ENSG00000162772	ATF3	Human
ENSG00000128272	ATF4	Human
ENSG00000169136	ATF5	Human
ENSG00000118217	ATF6	Human
ENSG00000213676	ATF6B	Human
ENSG00000170653	ATF7	Human
ENSG00000156273	BACH1	Human
ENSG00000112182	BACH2	Human
ENSG00000156127	BATF	Human
ENSG00000168062	BATF2	Human
ENSG00000123685	BATF3	Human
ENSG00000245848	CEBPA	Human
ENSG00000172216	CEBPB	Human
ENSG00000221869	CEBPD	Human
ENSG00000092067	CEBPE	Human
ENSG00000153879	CEBPG	Human
ENSG00000118260	CREB1	Human
ENSG00000107175	CREB3	Human
ENSG00000157613	CREB3L1	Human
ENSG00000182158	CREB3L2	Human
ENSG00000060566	CREB3L3	Human
ENSG00000143578	CREB3L4	Human
ENSG00000146592	CREB5	Human
ENSG00000111269	CREBL2	Human
ENSG00000137504	CREBZF	Human
ENSG00000095794	CREM	Human
ENSG00000105516	DBP	Human
ENSG00000175197	DDIT3	Human
ENSG00000170345	FOS	Human
ENSG00000125740	FOSB	Human
ENSG00000175592	FOSL1	Human
ENSG00000075426	FOSL2	Human
ENSG00000108924	HLF	Human
ENSG00000140044	JDP2	Human
ENSG00000177606	JUN	Human
ENSG00000171223	JUNB	Human
ENSG00000130522	JUND	Human
ENSG00000178573	MAF	Human
ENSG00000182759	MAFA	Human
ENSG00000204103	MAFB	Human
ENSG00000185022	MAFF	Human
ENSG00000197063	MAFG	Human
ENSG00000198517	MAFK	Human
ENSG00000123405	NFE2	Human
ENSG00000082641	NFE2L1	Human
ENSG00000116044	NFE2L2	Human
ENSG00000050344	NFE2L3	Human
ENSG00000165030	NFIL3	Human
ENSG00000129535	NRL	Human
ENSG00000167074	TEF	Human
ENSG00000100219	XBP1	Human
ENSG00000267179	AC008770.3	Human
ENSG00000233757	AC092835.1	Human
ENSG00000264668	AC138696.1	Human
ENSG00000139154	AEBP2	Human
ENSG00000105127	AKAP8	Human
ENSG00000011243	AKAP8L	Human
ENSG00000163516	ANKZF1	Human
ENSG00000166454	ATMIN	Human
ENSG00000119866	BCL11A	Human
ENSG00000127152	BCL11B	Human
ENSG00000113916	BCL6	Human
ENSG00000161940	BCL6B	Human
ENSG00000169594	BNC1	Human
ENSG00000173068	BNC2	Human
ENSG00000130940	CASZ1	Human
ENSG00000159588	CCDC17	Human
ENSG00000198824	CHAMP1	Human
ENSG00000147183	CPXCR1	Human
ENSG00000102974	CTCF	Human
ENSG00000124092	CTCFL	Human
ENSG00000011332	DPF1	Human
ENSG00000205683	DPF3	Human
ENSG00000134874	DZIP1	Human
ENSG00000167967	E4F1	Human
ENSG00000102189	EEA1	Human
ENSG00000120738	EGR1	Human
ENSG00000122877	EGR2	Human
ENSG00000179388	EGR3	Human
ENSG00000135625	EGR4	Human
ENSG00000164334	FAM170A	Human
ENSG00000128610	FEZF1	Human
ENSG00000153266	FEZF2	Human
ENSG00000179943	FIZ1	Human
ENSG00000162676	GFI1	Human
ENSG00000165702	GFI1B	Human
ENSG00000111087	GLI1	Human
ENSG00000074047	GLI2	Human
ENSG00000106571	GLI3	Human
ENSG00000250571	GLI4	Human
ENSG00000174332	GLIS1	Human
ENSG00000126603	GLIS2	Human
ENSG00000107249	GLIS3	Human
ENSG00000122034	GTF3A	Human
ENSG00000125812	GZF1	Human
ENSG00000177374	HIC1	Human
ENSG00000169635	HIC2	Human
ENSG00000172273	HINFP	Human
ENSG00000095951	HIVEP1	Human
ENSG00000010818	HIVEP2	Human
ENSG00000127124	HIVEP3	Human
ENSG00000181666	HKR1	Human
ENSG00000185811	IKZF1	Human
ENSG00000030419	IKZF2	Human
ENSG00000161405	IKZF3	Human
ENSG00000123411	IKZF4	Human
ENSG00000095574	IKZF5	Human
ENSG00000173404	INSM1	Human
ENSG00000168348	INSM2	Human
ENSG00000153814	JAZF1	Human
ENSG00000136504	KAT7	Human
ENSG00000176407	KCMF1	Human
ENSG00000151657	KIN	Human
ENSG00000105610	KLF1	Human
ENSG00000155090	KLF10	Human
ENSG00000172059	KLF11	Human
ENSG00000118922	KLF12	Human
ENSG00000169926	KLF13	Human
ENSG00000266265	KLF14	Human
ENSG00000163884	KLF15	Human
ENSG00000129911	KLF16	Human
ENSG00000171872	KLF17	Human
ENSG00000127528	KLF2	Human
ENSG00000109787	KLF3	Human
ENSG00000136826	KLF4	Human
ENSG00000102554	KLF5	Human
ENSG00000067082	KLF6	Human
ENSG00000118263	KLF7	Human
ENSG00000102349	KLF8	Human
ENSG00000119138	KLF9	Human
ENSG00000185513	L3MBTL1	Human
ENSG00000198945	L3MBTL3	Human
ENSG00000154655	L3MBTL4	Human
ENSG00000103495	MAZ	Human
ENSG00000085276	MECOM	Human
ENSG00000188786	MTF1	Human
ENSG00000085274	MYNN	Human
ENSG00000196132	MYT1	Human
ENSG00000186487	MYT1L	Human
ENSG00000099326	MZF1	Human
ENSG00000143867	OSR1	Human
ENSG00000164920	OSR2	Human
ENSG00000172818	OVOL1	Human
ENSG00000125850	OVOL2	Human
ENSG00000105261	OVOL3	Human
ENSG00000198300	PEG3	Human
ENSG00000181690	PLAG1	Human
ENSG00000118495	PLAGL1	Human
ENSG00000126003	PLAGL2	Human
ENSG00000057657	PRDM1	Human
ENSG00000170325	PRDM10	Human
ENSG00000130711	PRDM12	Human
ENSG00000112238	PRDM13	Human
ENSG00000147596	PRDM14	Human
ENSG00000141956	PRDM15	Human
ENSG00000142611	PRDM16	Human
ENSG00000116731	PRDM2	Human
ENSG00000110851	PRDM4	Human
ENSG00000138738	PRDM5	Human
ENSG00000061455	PRDM6	Human
ENSG00000152784	PRDM8	Human
ENSG00000164256	PRDM9	Human
ENSG00000185238	PRMT3	Human
ENSG00000146587	RBAK	Human
ENSG00000131381	RBSN	Human
ENSG00000214022	REPIN1	Human
ENSG00000084093	REST	Human
ENSG00000117000	RLF	Human
ENSG00000124782	RREB1	Human
ENSG00000103449	SALL1	Human
ENSG00000165821	SALL2	Human
ENSG00000256463	SALL3	Human
ENSG00000101115	SALL4	Human
ENSG00000261678	SCRT1	Human
ENSG00000215397	SCRT2	Human
ENSG00000125520	SLC2A4RG	Human
ENSG00000124216	SNAI1	Human
ENSG00000019549	SNAI2	Human
ENSG00000185669	SNAI3	Human
ENSG00000185591	SP1	Human
ENSG00000167182	SP2	Human
ENSG00000172845	SP3	Human
ENSG00000105866	SP4	Human
ENSG00000204335	SP5	Human
ENSG00000189120	SP6	Human
ENSG00000170374	SP7	Human
ENSG00000164651	SP8	Human
ENSG00000217236	SP9	Human
ENSG00000147488	ST18	Human
ENSG00000135148	TRAFD1	Human
ENSG00000179981	TSHZ1	Human
ENSG00000182463	TSHZ2	Human
ENSG00000121297	TSHZ3	Human
ENSG00000136451	VEZF1	Human
ENSG00000011451	WIZ	Human
ENSG00000184937	WT1	Human
ENSG00000100811	YY1	Human
ENSG00000230797	YY2	Human
ENSG00000126804	ZBTB1	Human
ENSG00000205189	ZBTB10	Human
ENSG00000066422	ZBTB11	Human
ENSG00000204366	ZBTB12	Human
ENSG00000198081	ZBTB14	Human
ENSG00000109906	ZBTB16	Human
ENSG00000116809	ZBTB17	Human
ENSG00000179456	ZBTB18	Human
ENSG00000181472	ZBTB2	Human
ENSG00000181722	ZBTB20	Human
ENSG00000173276	ZBTB21	Human
ENSG00000236104	ZBTB22	Human
ENSG00000089775	ZBTB25	Human
ENSG00000171448	ZBTB26	Human
ENSG00000185670	ZBTB3	Human
ENSG00000011590	ZBTB32	Human
ENSG00000177485	ZBTB33	Human
ENSG00000177125	ZBTB34	Human
ENSG00000185278	ZBTB37	Human
ENSG00000177311	ZBTB38	Human
ENSG00000166860	ZBTB39	Human
ENSG00000174282	ZBTB4	Human
ENSG00000184677	ZBTB40	Human
ENSG00000177888	ZBTB41	Human
ENSG00000179627	ZBTB42	Human
ENSG00000169155	ZBTB43	Human
ENSG00000196323	ZBTB44	Human
ENSG00000119574	ZBTB45	Human
ENSG00000130584	ZBTB46	Human
ENSG00000114853	ZBTB47	Human
ENSG00000204859	ZBTB48	Human
ENSG00000168826	ZBTB49	Human
ENSG00000168795	ZBTB5	Human
ENSG00000186130	ZBTB6	Human
ENSG00000178951	ZBTB7A	Human
ENSG00000160685	ZBTB7B	Human
ENSG00000184828	ZBTB7C	Human
ENSG00000160062	ZBTB8A	Human
ENSG00000273274	ZBTB8B	Human
ENSG00000213588	ZBTB9	Human
ENSG00000066827	ZFAT	Human
ENSG00000184517	ZFP1	Human
ENSG00000142065	ZFP14	Human
ENSG00000198939	ZFP2	Human
ENSG00000196867	ZFP28	Human
ENSG00000180787	ZFP3	Human
ENSG00000120784	ZFP30	Human
ENSG00000136866	ZFP37	Human
ENSG00000181638	ZFP41	Human
ENSG00000179059	ZFP42	Human
ENSG00000204644	ZFP57	Human
ENSG00000196670	ZFP62	Human
ENSG00000020256	ZFP64	Human
ENSG00000187815	ZFP69	Human
ENSG00000187801	ZFP69B	Human
ENSG00000181007	ZFP82	Human
ENSG00000184939	ZFP90	Human
ENSG00000186660	ZFP91	Human
ENSG00000189420	ZFP92	Human
ENSG00000179588	ZFPM1	Human
ENSG00000169946	ZFPM2	Human
ENSG00000005889	ZFX	Human
ENSG00000067646	ZFY	Human
ENSG00000152977	ZIC1	Human
ENSG00000043355	ZIC2	Human
ENSG00000156925	ZIC3	Human
ENSG00000174963	ZIC4	Human
ENSG00000139800	ZIC5	Human
ENSG00000171649	ZIK1	Human
ENSG00000269699	ZIM2	Human
ENSG00000141946	ZIM3	Human
ENSG00000106261	ZKSCAN1	Human
ENSG00000155592	ZKSCAN2	Human
ENSG00000189298	ZKSCAN3	Human
ENSG00000187626	ZKSCAN4	Human
ENSG00000196652	ZKSCAN5	Human
ENSG00000196345	ZKSCAN7	Human
ENSG00000198315	ZKSCAN8	Human
ENSG00000166432	ZMAT1	Human
ENSG00000165061	ZMAT4	Human
ENSG00000256223	ZNF10	Human
ENSG00000197020	ZNF100	Human
ENSG00000181896	ZNF101	Human
ENSG00000196247	ZNF107	Human
ENSG00000062370	ZNF112	Human
ENSG00000178150	ZNF114	Human
ENSG00000152926	ZNF117	Human
ENSG00000164631	ZNF12	Human
ENSG00000197961	ZNF121	Human
ENSG00000196418	ZNF124	Human
ENSG00000172262	ZNF131	Human
ENSG00000131849	ZNF132	Human
ENSG00000125846	ZNF133	Human
ENSG00000213762	ZNF134	Human
ENSG00000176293	ZNF135	Human
ENSG00000196646	ZNF136	Human
ENSG00000197008	ZNF138	Human
ENSG00000105708	ZNF14	Human
ENSG00000196387	ZNF140	Human
ENSG00000131127	ZNF141	Human
ENSG00000115568	ZNF142	Human
ENSG00000166478	ZNF143	Human
ENSG00000167635	ZNF146	Human
ENSG00000163848	ZNF148	Human
ENSG00000179909	ZNF154	Human
ENSG00000204920	ZNF155	Human
ENSG00000147117	ZNF157	Human
ENSG00000170631	ZNF16	Human
ENSG00000170949	ZNF160	Human
ENSG00000197279	ZNF165	Human
ENSG00000175787	ZNF169	Human
ENSG00000186272	ZNF17	Human
ENSG00000103343	ZNF174	Human
ENSG00000105497	ZNF175	Human
ENSG00000188629	ZNF177	Human
ENSG00000154957	ZNF18	Human
ENSG00000167384	ZNF180	Human
ENSG00000197841	ZNF181	Human
ENSG00000147118	ZNF182	Human
ENSG00000096654	ZNF184	Human
ENSG00000136870	ZNF189	Human
ENSG00000157429	ZNF19	Human
ENSG00000005801	ZNF195	Human
ENSG00000186448	ZNF197	Human
ENSG00000275111	ZNF2	Human
ENSG00000132010	ZNF20	Human
ENSG00000010539	ZNF200	Human
ENSG00000166261	ZNF202	Human
ENSG00000122386	ZNF205	Human
ENSG00000010244	ZNF207	Human
ENSG00000160321	ZNF208	Human
ENSG00000121417	ZNF211	Human
ENSG00000170260	ZNF212	Human
ENSG00000085644	ZNF213	Human
ENSG00000149050	ZNF214	Human
ENSG00000149054	ZNF215	Human
ENSG00000171940	ZNF217	Human
ENSG00000165804	ZNF219	Human
ENSG00000165512	ZNF22	Human
ENSG00000159905	ZNF221	Human
ENSG00000159885	ZNF222	Human
ENSG00000178386	ZNF223	Human
ENSG00000267680	ZNF224	Human
ENSG00000256294	ZNF225	Human
ENSG00000167380	ZNF226	Human
ENSG00000131115	ZNF227	Human
ENSG00000278318	ZNF229	Human
ENSG00000167377	ZNF23	Human
ENSG00000159882	ZNF230	Human
ENSG00000167840	ZNF232	Human
ENSG00000159915	ZNF233	Human
ENSG00000263002	ZNF234	Human
ENSG00000159917	ZNF235	Human
ENSG00000130856	ZNF236	Human
ENSG00000196793	ZNF239	Human
ENSG00000172466	ZNF24	Human
ENSG00000198105	ZNF248	Human
ENSG00000175395	ZNF25	Human
ENSG00000196150	ZNF250	Human
ENSG00000198169	ZNF251	Human
ENSG00000256771	ZNF253	Human
ENSG00000213096	ZNF254	Human
ENSG00000152454	ZNF256	Human
ENSG00000197134	ZNF257	Human
ENSG00000198393	ZNF26	Human
ENSG00000254004	ZNF260	Human
ENSG00000006194	ZNF263	Human
ENSG00000083844	ZNF264	Human
ENSG00000174652	ZNF266	Human
ENSG00000185947	ZNF267	Human
ENSG00000090612	ZNF268	Human
ENSG00000198039	ZNF273	Human
ENSG00000171606	ZNF274	Human
ENSG00000063587	ZNF275	Human
ENSG00000158805	ZNF276	Human
ENSG00000198538	ZNF28	Human
ENSG00000169548	ZNF280A	Human
ENSG00000275004	ZNF280B	Human
ENSG00000056277	ZNF280C	Human
ENSG00000137871	ZNF280D	Human
ENSG00000162702	ZNF281	Human
ENSG00000170265	ZNF282	Human
ENSG00000167637	ZNF283	Human
ENSG00000186026	ZNF284	Human
ENSG00000267508	ZNF285	Human
ENSG00000187607	ZNF286A	Human
ENSG00000249459	ZNF286B	Human
ENSG00000141040	ZNF287	Human
ENSG00000188994	ZNF292	Human
ENSG00000170684	ZNF296	Human
ENSG00000166526	ZNF3	Human
ENSG00000168661	ZNF30	Human
ENSG00000145908	ZNF300	Human
ENSG00000089335	ZNF302	Human
ENSG00000131845	ZNF304	Human
ENSG00000197935	ZNF311	Human
ENSG00000205903	ZNF316	Human
ENSG00000130803	ZNF317	Human
ENSG00000171467	ZNF318	Human
ENSG00000166188	ZNF319	Human
ENSG00000169740	ZNF32	Human
ENSG00000182986	ZNF320	Human
ENSG00000181315	ZNF322	Human
ENSG00000083812	ZNF324	Human
ENSG00000249471	ZNF324B	Human
ENSG00000162664	ZNF326	Human
ENSG00000181894	ZNF329	Human
ENSG00000130844	ZNF331	Human
ENSG00000160961	ZNF333	Human
ENSG00000198185	ZNF334	Human
ENSG00000198026	ZNF335	Human
ENSG00000130684	ZNF337	Human
ENSG00000189180	ZNF33A	Human
ENSG00000196693	ZNF33B	Human
ENSG00000196378	ZNF34	Human
ENSG00000131061	ZNF341	Human
ENSG00000088876	ZNF343	Human
ENSG00000251247	ZNF345	Human
ENSG00000113761	ZNF346	Human
ENSG00000197937	ZNF347	Human
ENSG00000169981	ZNF35	Human
ENSG00000256683	ZNF350	Human
ENSG00000169131	ZNF354A	Human
ENSG00000178338	ZNF354B	Human
ENSG00000177932	ZNF354C	Human
ENSG00000198816	ZNF358	Human
ENSG00000160094	ZNF362	Human
ENSG00000138311	ZNF365	Human
ENSG00000178175	ZNF366	Human
ENSG00000165244	ZNF367	Human
ENSG00000075407	ZNF37A	Human
ENSG00000161298	ZNF382	Human
ENSG00000188283	ZNF383	Human
ENSG00000126746	ZNF384	Human
ENSG00000161642	ZNF385A	Human
ENSG00000144331	ZNF385B	Human
ENSG00000187595	ZNF385C	Human
ENSG00000151789	ZNF385D	Human
ENSG00000124613	ZNF391	Human
ENSG00000160908	ZNF394	Human
ENSG00000186918	ZNF395	Human
ENSG00000186496	ZNF396	Human
ENSG00000186812	ZNF397	Human
ENSG00000197024	ZNF398	Human
ENSG00000176222	ZNF404	Human
ENSG00000215421	ZNF407	Human
ENSG00000175213	ZNF408	Human
ENSG00000147124	ZNF41	Human
ENSG00000119725	ZNF410	Human
ENSG00000133250	ZNF414	Human
ENSG00000170954	ZNF415	Human
ENSG00000083817	ZNF416	Human
ENSG00000173480	ZNF417	Human
ENSG00000196724	ZNF418	Human
ENSG00000105136	ZNF419	Human
ENSG00000197050	ZNF420	Human
ENSG00000102935	ZNF423	Human
ENSG00000204947	ZNF425	Human
ENSG00000130818	ZNF426	Human
ENSG00000131116	ZNF428	Human
ENSG00000197013	ZNF429	Human
ENSG00000198521	ZNF43	Human
ENSG00000118620	ZNF430	Human
ENSG00000196705	ZNF431	Human
ENSG00000256087	ZNF432	Human
ENSG00000197647	ZNF433	Human
ENSG00000125945	ZNF436	Human
ENSG00000183621	ZNF438	Human
ENSG00000171291	ZNF439	Human
ENSG00000197857	ZNF44	Human
ENSG00000171295	ZNF440	Human
ENSG00000197044	ZNF441	Human
ENSG00000198342	ZNF442	Human
ENSG00000180855	ZNF443	Human
ENSG00000167685	ZNF444	Human
ENSG00000185219	ZNF445	Human
ENSG00000083838	ZNF446	Human
ENSG00000173275	ZNF449	Human
ENSG00000124459	ZNF45	Human
ENSG00000112200	ZNF451	Human
ENSG00000178187	ZNF454	Human
ENSG00000197714	ZNF460	Human
ENSG00000197808	ZNF461	Human
ENSG00000148143	ZNF462	Human
ENSG00000181444	ZNF467	Human
ENSG00000204604	ZNF468	Human
ENSG00000225614	ZNF469	Human
ENSG00000197016	ZNF470	Human
ENSG00000196263	ZNF471	Human
ENSG00000142528	ZNF473	Human
ENSG00000164185	ZNF474	Human
ENSG00000185177	ZNF479	Human
ENSG00000180035	ZNF48	Human
ENSG00000198464	ZNF480	Human
ENSG00000173258	ZNF483	Human
ENSG00000127081	ZNF484	Human
ENSG00000198298	ZNF485	Human
ENSG00000256229	ZNF486	Human
ENSG00000243660	ZNF487	Human
ENSG00000265763	ZNF488	Human
ENSG00000188033	ZNF490	Human
ENSG00000177599	ZNF491	Human
ENSG00000229676	ZNF492	Human
ENSG00000196268	ZNF493	Human
ENSG00000162714	ZNF496	Human
ENSG00000174586	ZNF497	Human
ENSG00000103199	ZNF500	Human
ENSG00000186446	ZNF501	Human
ENSG00000196653	ZNF502	Human
ENSG00000165655	ZNF503	Human
ENSG00000081665	ZNF506	Human
ENSG00000168813	ZNF507	Human
ENSG00000081386	ZNF510	Human
ENSG00000198546	ZNF511	Human
ENSG00000196700	ZNF512B	Human
ENSG00000163795	ZNF513	Human
ENSG00000144026	ZNF514	Human
ENSG00000101493	ZNF516	Human
ENSG00000197363	ZNF517	Human
ENSG00000177853	ZNF518A	Human
ENSG00000178163	ZNF518B	Human
ENSG00000175322	ZNF519	Human
ENSG00000198795	ZNF521	Human
ENSG00000203326	ZNF525	Human
ENSG00000167625	ZNF526	Human
ENSG00000189164	ZNF527	Human
ENSG00000167555	ZNF528	Human
ENSG00000186020	ZNF529	Human
ENSG00000183647	ZNF530	Human
ENSG00000074657	ZNF532	Human
ENSG00000198633	ZNF534	Human
ENSG00000198597	ZNF536	Human
ENSG00000171817	ZNF540	Human
ENSG00000178229	ZNF543	Human
ENSG00000198131	ZNF544	Human
ENSG00000187187	ZNF546	Human
ENSG00000152433	ZNF547	Human
ENSG00000188785	ZNF548	Human
ENSG00000121406	ZNF549	Human
ENSG00000251369	ZNF550	Human
ENSG00000204519	ZNF551	Human
ENSG00000178935	ZNF552	Human
ENSG00000172006	ZNF554	Human
ENSG00000186300	ZNF555	Human
ENSG00000172000	ZNF556	Human
ENSG00000130544	ZNF557	Human
ENSG00000167785	ZNF558	Human
ENSG00000188321	ZNF559	Human
ENSG00000198028	ZNF560	Human
ENSG00000171469	ZNF561	Human
ENSG00000171466	ZNF562	Human
ENSG00000188868	ZNF563	Human
ENSG00000249709	ZNF564	Human
ENSG00000196357	ZNF565	Human
ENSG00000186017	ZNF566	Human
ENSG00000189042	ZNF567	Human
ENSG00000198453	ZNF568	Human
ENSG00000196437	ZNF569	Human
ENSG00000171970	ZNF57	Human
ENSG00000171827	ZNF570	Human
ENSG00000180479	ZNF571	Human
ENSG00000180938	ZNF572	Human
ENSG00000189144	ZNF573	Human
ENSG00000105732	ZNF574	Human
ENSG00000176472	ZNF575	Human
ENSG00000124444	ZNF576	Human
ENSG00000161551	ZNF577	Human
ENSG00000258405	ZNF578	Human
ENSG00000218891	ZNF579	Human
ENSG00000213015	ZNF580	Human
ENSG00000171425	ZNF581	Human
ENSG00000018869	ZNF582	Human
ENSG00000198440	ZNF583	Human
ENSG00000171574	ZNF584	Human
ENSG00000196967	ZNF585A	Human
ENSG00000245680	ZNF585B	Human
ENSG00000083828	ZNF586	Human
ENSG00000198466	ZNF587	Human
ENSG00000269343	ZNF587B	Human
ENSG00000164048	ZNF589	Human
ENSG00000166716	ZNF592	Human
ENSG00000180626	ZNF594	Human
ENSG00000272602	ZNF595	Human
ENSG00000172748	ZNF596	Human
ENSG00000167981	ZNF597	Human
ENSG00000167962	ZNF598	Human
ENSG00000153896	ZNF599	Human
ENSG00000189190	ZNF600	Human
ENSG00000196458	ZNF605	Human
ENSG00000166704	ZNF606	Human
ENSG00000198182	ZNF607	Human
ENSG00000168916	ZNF608	Human
ENSG00000180357	ZNF609	Human
ENSG00000167554	ZNF610	Human
ENSG00000213020	ZNF611	Human
ENSG00000176024	ZNF613	Human
ENSG00000142556	ZNF614	Human
ENSG00000197619	ZNF615	Human
ENSG00000204611	ZNF616	Human
ENSG00000157657	ZNF618	Human
ENSG00000177873	ZNF619	Human
ENSG00000177842	ZNF620	Human
ENSG00000172888	ZNF621	Human
ENSG00000183309	ZNF623	Human
ENSG00000197566	ZNF624	Human
ENSG00000257591	ZNF625	Human
ENSG00000188171	ZNF626	Human
ENSG00000198551	ZNF627	Human
ENSG00000197483	ZNF628	Human
ENSG00000102870	ZNF629	Human
ENSG00000221994	ZNF630	Human
ENSG00000121864	ZNF639	Human
ENSG00000167528	ZNF641	Human
ENSG00000122482	ZNF644	Human
ENSG00000175809	ZNF645	Human
ENSG00000167395	ZNF646	Human
ENSG00000179930	ZNF648	Human
ENSG00000198093	ZNF649	Human
ENSG00000198740	ZNF652	Human
ENSG00000175105	ZNF654	Human
ENSG00000197343	ZNF655	Human
ENSG00000274349	ZNF658	Human
ENSG00000160229	ZNF66	Human
ENSG00000144792	ZNF660	Human
ENSG00000182983	ZNF662	Human
ENSG00000179195	ZNF664	Human
ENSG00000197497	ZNF665	Human
ENSG00000198046	ZNF667	Human
ENSG00000167394	ZNF668	Human
ENSG00000188295	ZNF669	Human
ENSG00000277462	ZNF670	Human
ENSG00000083814	ZNF671	Human
